Feature,GHS01_Explosive,GHS02_Flammable,GHS03_Oxidising,GHS04_CompressedGas,GHS05_Corrosive,GHS06_AcuteToxicity,GHS07_Irritant,GHS08_HealthHazard,GHS09_Environmental,Mean_across_all_classes
Morgan_654,0.0,0.0,0.050460175,0.0,0.0,1.410544e-05,0.0,0.0,6.7311565e-05,0.005615732
Morgan_578,3.2721808e-05,0.0013119113,0.0043179183,0.0,0.027968934,0.0006496573,0.0022893534,0.0019317215,0.010907941,0.005490018
Morgan_786,4.1635194e-05,0.003389919,0.0,0.0,0.04077761,0.0009256681,0.00067655026,0.0018062153,0.0011841918,0.005422421
Morgan_714,0.0,0.017843861,0.002900608,0.0,0.0076757744,0.002360399,0.010236314,0.0059019187,0.0015711111,0.0053877765
Morgan_301,0.0026444276,0.001321582,0.033621047,0.0025094608,0.00041367774,0.00040705234,0.0010617547,0.003445844,0.0030564424,0.0053868103
MACCS_69,0.00061680115,0.01482547,0.008623799,0.0074536484,0.004555357,0.0002347372,0.0007164405,0.0086866515,0.0023411827,0.0053393426
Morgan_511,0.0029223764,0.009342983,0.00091996224,0.002159995,0.007793802,0.0017138934,0.0060162917,0.0028925836,0.013743331,0.005278358
MACCS_144,0.00032347508,0.015037097,0.011767869,0.0,0.0009953176,0.0010778587,0.0028616546,0.0051062345,0.009806342,0.0052195387
MACCS_38,0.0014759339,0.0011049999,0.0011394034,0.0,0.0005910148,0.00075759797,0.010735387,0.017365362,0.012796764,0.005107385
MACCS_114,0.0,0.018500533,0.010606322,0.008108872,0.0026131135,0.00081865845,0.0023824128,0.0011361163,0.001783661,0.005105521
MACCS_74,0.00016962594,0.0029006032,0.021792116,0.006040683,0.0021816364,0.0030085556,0.0013004134,0.004743583,0.0024128417,0.0049500065
Morgan_486,0.003052619,0.015912935,0.022017227,0.0,0.00023702673,0.00021806883,0.00044828877,0.00024481057,0.0015455332,0.0048529455
MACCS_125,0.00037588523,0.0048035914,0.013512029,0.0,0.0010761432,0.0001444461,0.0010415384,0.0024369734,0.02021857,0.0048454646
Morgan_835,0.0,0.0015968367,0.0046895663,0.013566053,0.0021075422,0.000687202,0.0057921866,0.005069813,0.010067541,0.0048418604
Morgan_428,0.011635427,0.0046166736,0.01221833,0.0026891213,0.00081031735,0.0014940394,0.0023114749,0.0056757494,0.0020102558,0.004829043
MACCS_64,9.4825176e-05,0.00014298406,0.005369228,0.0,0.0006233886,0.011114051,0.0006663651,0.01888782,0.005911616,0.0047566975
Morgan_41,0.0,0.008785947,0.0,0.0,0.00077835814,0.0004602218,0.00090056146,0.025980098,0.0050702705,0.004663939
MACCS_128,0.0005337081,0.028119752,0.0,0.0,0.0037560435,0.00109479,0.005921454,0.0011495563,0.0013667656,0.0046602297
Morgan_881,0.000116029725,0.0012996785,0.008970934,0.0,0.0011408397,0.0051219948,0.0031333768,0.0036340326,0.018487586,0.004656052
Morgan_711,0.000674202,0.005868029,0.011002121,0.0,0.016059523,0.0017545098,0.0028863964,0.0010080187,0.0023567386,0.0046232822
Morgan_698,0.0,0.0067722755,0.020789048,0.001740438,0.0010943187,0.0009273756,0.0017160189,0.0052924035,0.0021707488,0.004500292
Morgan_580,0.0,0.0022912766,0.0032730203,0.0,7.194817e-05,0.00010458754,0.0027346276,0.0062633823,0.025396205,0.00445945
Morgan_864,0.00028929382,0.00072168774,0.0,0.0,0.009750186,0.0025163365,0.0010087519,0.016497716,0.00910477,0.004432082
Morgan_8,0.00017741276,0.0003187558,0.024262128,0.01382819,3.4728186e-05,6.233766e-05,1.1066394e-05,0.00046958984,0.00037694265,0.0043934616
MACCS_129,2.909304e-05,0.009328993,0.0141030075,0.0052235923,0.0026914414,0.0003150511,0.00089021836,0.0055609928,0.0011725873,0.004368331
MACCS_22,0.0,0.016376425,0.0,0.00065539416,0.00038000883,0.0008024248,6.2133266e-05,0.019462619,0.0009163579,0.004295041
MACCS_97,0.0011638945,0.0005900021,0.009307763,0.0,0.014242059,0.0015483898,0.0024507013,0.002245563,0.0063813613,0.004214415
Morgan_29,0.0,0.00043167616,0.0007019818,0.0,0.0014528616,9.691933e-05,0.0032679453,0.017006394,0.014652632,0.0041789347
Morgan_350,0.0012418741,0.0003301734,0.012180125,0.0009946602,0.007952766,0.0018146099,0.0003997366,0.012069568,0.00038019422,0.004151523
Morgan_833,0.0017982522,0.00016683979,0.015982065,0.0,0.0059563103,5.284812e-05,0.0092961835,0.00013260389,0.0034943258,0.0040977146
Morgan_507,0.0,0.013380265,0.0013535889,0.0,0.0031449033,0.00028899478,0.0026436495,0.012094247,0.0038119368,0.0040797316
Morgan_222,0.00019387553,0.0013495062,0.01869708,0.0005930507,0.008422383,0.0004448613,0.0028459681,0.0033867366,0.00043035988,0.0040404247
Morgan_226,0.0002509564,0.00012158263,0.0,0.0,0.022962797,9.468487e-05,0.010131169,0.0014710174,0.0011052205,0.0040152697
MACCS_76,0.00021371104,0.0012581386,0.0,0.0069834874,0.013209532,0.0005862155,0.002922409,0.004386467,0.005749665,0.0039232913
Morgan_669,0.004098787,0.0015208333,0.02055917,0.0,0.0043953103,8.7767214e-05,0.00050372386,0.0035004967,0.00018690385,0.0038725547
Morgan_1017,0.002767363,0.001284049,0.0031142258,0.013783093,0.006025079,0.0019104797,0.00039255724,0.0022004545,0.0027071827,0.0037982762
Morgan_967,0.00032622725,0.016579308,0.009612778,0.0,0.0004917831,0.0011696772,0.00095141685,0.0025472823,0.0023154996,0.003777108
Morgan_914,0.0,0.0012562679,0.0,0.0028510229,0.014981431,3.5262903e-05,0.002402983,0.00847052,0.0033941907,0.0037101868
Morgan_92,0.00019404705,0.0011689542,0.002067934,0.0,2.1056821e-05,0.0002620344,0.003997621,0.017207649,0.0081173945,0.0036707434
MACCS_143,8.1687605e-05,0.00053116283,0.013052795,0.0,0.002325657,0.0009993453,0.008665499,0.0032917818,0.0038676437,0.0036461747
MACCS_59,0.00014790487,0.0,0.005223699,0.0,0.0038512838,0.0053259693,0.009498785,0.0027943572,0.0056588454,0.003611205
Morgan_432,0.0,0.00047457006,0.00899217,0.009209806,0.0053667487,0.00034446336,9.700368e-05,0.007639778,7.193434e-05,0.003577386
Morgan_677,1.006252e-05,0.0032737777,0.0035886865,0.008665995,0.0023167115,0.00076140964,6.20646e-05,0.013320453,0.00018640122,0.003576174
Morgan_184,0.0,0.0008154621,0.0,0.024967577,0.0001167239,0.00011062612,3.1063548e-05,0.0048889373,0.0011069624,0.0035597058
MACCS_140,0.0060323155,0.0024559526,0.01373348,0.001611113,0.0017076976,0.00056978536,0.0024016954,0.003250153,0.00027508056,0.0035596965
Morgan_164,0.0067184926,0.0036615643,0.0021524036,0.0,0.0012177785,0.0028198997,0.00036129035,0.004615959,0.010091987,0.0035154861
Morgan_790,0.0012559526,0.0019000773,0.009979879,0.0024274886,0.0011917766,0.005857541,0.0013451444,0.0038630292,0.003295212,0.0034573441
Morgan_555,0.0,5.6541583e-05,0.0,0.02793215,0.00036277107,0.00015810807,0.0018560239,8.0221e-05,0.00019962165,0.0034050485
Morgan_906,0.0,0.008747854,0.0048699696,0.004928286,0.0005178612,0.00014273103,0.0037080373,0.0076886253,2.5214931e-05,0.0034031754
Morgan_619,2.3401698e-07,0.00020075579,0.00089718145,0.0063100415,3.934467e-06,0.00019046053,0.008253621,0.01028685,0.0043264814,0.0033855066
Morgan_36,0.00046142642,0.0051002833,0.011005716,0.0,0.0034097203,0.0022732785,0.0064021624,0.001486669,0.00024269857,0.0033757729
Morgan_922,0.0,0.007088387,0.022080457,0.0,0.00010656101,3.4004028e-05,0.00018559229,0.0001061954,0.0007042045,0.0033672669
Morgan_985,0.0,0.01632573,0.0,0.0,0.0002103147,0.00044444227,4.255644e-05,0.012140747,0.0008532143,0.0033352228
Morgan_125,0.0003380036,0.00012266754,0.025896592,0.0,1.4538677e-05,6.3721505e-05,1.3255018e-05,0.0034114749,8.0361606e-05,0.003326735
Morgan_162,0.0,0.0028275007,0.0018728544,0.0,0.0031046981,0.00011087023,0.005779838,0.007879875,0.008234182,0.0033122022
Morgan_367,0.00044658416,0.014445811,0.008174032,0.0,0.0016689589,0.00033901466,0.0010496237,0.00092657213,0.0023240054,0.0032638449
MACCS_36,0.00064769597,0.0055774217,0.0,0.0,0.008875351,0.000497458,0.008334049,0.0010809331,0.004302382,0.0032572548
Morgan_946,0.00047672843,0.013307222,0.0047745304,0.0009274035,0.00082840107,0.00017678228,0.00012160974,0.0080840755,0.00045182125,0.0032387304
Morgan_225,0.0003899009,0.001189338,0.0,0.01409248,0.00025424158,0.00029620438,1.9859492e-05,0.012075926,0.00071880204,0.0032263058
Morgan_250,0.00020014354,0.0076371967,0.015269095,0.0,0.00053569424,0.00016926076,0.001714593,0.0011661953,0.0022713395,0.0032181686
Morgan_192,1.06601565e-05,0.013778049,0.0022398455,0.0,0.00047184262,0.000698184,0.008723796,0.002254479,0.00071698014,0.0032104263
MACCS_30,0.0002072826,0.0021958135,0.018188696,0.0005020806,0.00081921497,0.004151338,6.932265e-05,0.001984933,0.0006641462,0.0031980919
Morgan_318,0.001470674,0.0005097256,0.0,0.009887168,0.002478382,0.0025987795,0.0006783744,0.008711158,0.002309329,0.003182621
Morgan_122,0.0,0.0018749762,0.026104445,0.0,0.00019673642,5.5712833e-05,0.0,0.00011125287,0.0001363026,0.0031643806
Morgan_138,0.0005869882,0.00073887233,0.0,0.0,7.94453e-05,0.00090187555,0.0036582616,0.008392551,0.014067904,0.0031584331
MACCS_37,0.0,0.0018758188,0.0073782476,0.0,0.0034909928,0.0004885204,0.00408222,0.006633912,0.004211909,0.0031290692
Morgan_940,0.0,0.0017212891,0.0,0.02015449,0.0016156173,0.00035348782,0.0003211067,0.0039526294,0.0,0.003124291
Morgan_231,0.0059071584,0.0052880975,0.003567406,0.0013289095,0.00036507193,0.0014173498,0.0010187791,0.0039381566,0.0052193063,0.0031166926
Morgan_139,0.0005247525,0.0035256464,0.017291104,0.0010418956,0.0020620832,0.00056353566,0.0016720161,0.0004964831,0.0005183023,0.003077313
Morgan_924,0.00023985181,0.002586765,0.009626884,0.0068117776,0.0004780189,0.0005268108,0.0010039114,0.0057477555,0.0005785688,0.0030667048
Morgan_771,0.0,0.00079054746,0.025364613,0.0,1.2717163e-05,6.5797896e-05,0.0008493744,0.00017040623,0.00015817751,0.0030457368
Morgan_705,0.001633855,0.0019466466,0.0051475796,0.0,0.002645299,0.0020281237,0.0010514022,0.003924139,0.008799253,0.0030195888
Morgan_45,0.00044498293,0.00082782045,0.0,0.0,0.00052252796,0.00017109768,0.0029556756,0.008190464,0.013788066,0.0029889594
Morgan_461,0.0,0.00084842497,0.022966176,0.0,0.00014723146,9.6332056e-05,3.7409176e-05,0.0013646344,0.0010202677,0.0029422753
Morgan_851,8.998189e-05,0.012775701,0.009044832,0.0,0.0021617343,1.418775e-05,0.00072332076,0.001629043,3.8286557e-06,0.0029380699
Morgan_42,0.0001464898,0.010769868,0.0,0.0,0.00020609649,0.00017211794,0.00010872599,0.0071962955,0.0076070447,0.0029118487
Morgan_815,0.0006121584,0.00028330437,0.00470036,0.018174732,2.9733748e-05,5.3627915e-05,2.6337702e-05,0.0019121781,0.00021960863,0.0028902267
Morgan_191,0.00256327,0.0040773395,0.017902981,0.0005246141,0.0002807862,0.00013233532,7.7166114e-05,1.6593334e-05,0.0003167457,0.00287687
Morgan_422,0.0,0.0022475407,0.0063914913,0.0058583827,0.0001612554,2.9787638e-05,0.0,0.008185609,0.002855256,0.0028588136
MACCS_32,0.00025869918,0.0029614985,0.0043960386,0.0,0.0025790276,0.00016969892,0.012736875,5.3449112e-05,0.0022653008,0.0028245095
Morgan_322,0.00024181555,0.002088269,0.014464216,0.005294559,0.0004305998,0.00011933621,0.00058080285,0.00028060423,0.0018750821,0.0028194762
Morgan_333,8.18924e-06,0.0016704458,0.003130034,0.0,0.0015445075,0.00748135,0.010364045,0.00044127737,0.00072618504,0.0028184485
Morgan_563,0.0003235339,0.00013406533,0.013652931,0.0,0.0042798477,0.00059065234,0.00052535924,0.0024211418,0.0034365025,0.0028182259
Morgan_699,0.0,0.0025632882,0.0,0.0,4.7915208e-05,0.012325901,0.0013779151,0.005215396,0.0037983141,0.0028143032
Morgan_842,0.0086120805,0.005256321,0.00522726,0.0,0.00071229815,0.00051892106,0.00085480954,0.0027001668,0.0012080703,0.0027877698
MACCS_71,0.0039911224,0.0027899835,0.010738479,0.003304701,0.0001074079,0.00063483894,0.00056181,0.0017624185,0.001181382,0.0027857937
MACCS_56,0.0006902679,0.0012360692,0.009642194,0.00085087656,0.00088095124,0.000183972,1.8362063e-05,0.01128105,7.98512e-05,0.0027626215
Morgan_718,0.0052648834,0.0018118611,0.007523458,0.0,0.003259189,0.00018468575,0.00034761854,0.0059741978,0.0004960475,0.0027624378
MACCS_55,0.0,0.0005378852,0.0,0.0019751603,0.011090385,0.0021507714,8.7779124e-05,0.00053358736,0.008049338,0.0027138786
MACCS_57,0.00023450625,0.0015508956,0.00689978,0.0,0.0011631231,0.001995834,0.0009337108,0.009464883,0.0021421677,0.0027094334
Morgan_806,0.0037450278,0.0011209687,0.0,0.0,0.0016085111,8.451691e-05,0.006054587,0.0019023342,0.0097243525,0.0026933665
Morgan_249,1.820352e-05,0.01179978,0.008347762,0.0010130284,0.00016627682,0.0006666175,0.00041809387,0.0014013551,0.00034578986,0.0026863231
Morgan_97,0.003507661,0.009364506,0.0005451641,0.0038702446,0.00045858714,0.0019197968,0.0010677612,0.0020710602,0.0012713063,0.0026751207
MACCS_43,0.0013834761,0.0008793183,0.008467714,0.0,0.000951837,0.0054727416,0.0043838685,0.00190543,0.00040345907,0.0026497603
Morgan_794,0.0011173389,0.0010014494,0.0014131253,0.0028299813,0.000789962,0.0001862246,0.0011067142,0.003977604,0.011103728,0.0026140143
Morgan_112,0.0067376434,0.0034494004,0.0,0.0,0.00041699814,0.0011895135,0.005275712,0.0046524126,0.0017178404,0.0026043912
Morgan_4,0.0023038157,0.005322594,0.0,0.0,0.0026662196,0.00019370724,0.0005901624,0.00065023045,0.0116391275,0.0025962063
Morgan_855,3.1877844e-05,0.0022761256,0.0,0.0,0.004267569,9.165016e-05,2.9549166e-05,0.012075644,0.0044884356,0.002584539
Morgan_543,0.0,0.00019624822,0.0,0.0,0.000121492594,9.857815e-05,2.0489544e-05,0.014068069,0.008720688,0.0025806183
Morgan_814,9.375618e-05,0.0015201805,0.006160413,0.012739226,0.00010250065,0.00021297898,0.0015723244,0.000656549,0.0,0.002561992
Morgan_749,0.0,0.0011396838,0.017200973,0.0036046074,4.1455707e-05,0.0001028835,5.2604275e-05,0.00030173108,0.00032440692,0.0025298162
Morgan_458,0.000200726,0.0011169291,0.009576529,0.0,2.1449492e-05,0.00016556155,0.0017220243,0.002883044,0.007042757,0.0025254465
MACCS_35,0.00019924466,0.00024818422,0.010773484,0.0015274797,0.0010261133,0.00035050543,0.0020837134,6.84236e-05,0.006446399,0.0025248388
Morgan_691,0.00062253705,0.0010817463,0.0,0.020357057,7.850458e-05,0.0001342075,3.0072428e-05,0.00014427198,0.00025569048,0.0025226763
Morgan_360,0.00023516853,0.0052471086,0.0022202646,0.009560442,1.709862e-05,0.0011876163,0.00060711504,0.0031109932,0.00051373447,0.0025221715
Morgan_661,0.0013916132,0.0007386176,0.0008672739,0.0076642893,0.00082559715,0.0015512462,0.0008571556,0.005868275,0.0026965586,0.002495625
Morgan_573,0.0042237705,0.014415998,0.0,0.0,0.00081586675,1.428312e-05,0.00079742784,0.0014896687,0.00057537993,0.0024813775
MACCS_67,0.0,0.0003289867,0.006634102,0.0008804818,0.00039548564,0.00029142425,0.00076535915,0.00036933197,0.012665051,0.0024811355
Morgan_796,0.0,0.0042622522,0.0,0.0,0.001974161,6.770711e-05,0.0037593567,0.0001212304,0.012103345,0.0024764503
Morgan_541,0.0,0.0008178162,0.004360306,0.0,0.010680789,0.00045006684,0.0022350985,0.0027720423,0.00092509255,0.0024712456
MACCS_78,0.000574412,0.0011504353,0.0031469925,0.0,0.0037415111,0.0008900503,0.0018942528,0.007528053,0.003052916,0.0024420694
MACCS_53,0.00018547376,0.005923039,0.0043607815,0.0,0.00041566786,0.0003048719,0.0006735052,0.00621615,0.0038400164,0.0024355007
Morgan_2,0.002252056,0.004896544,0.0,0.0031804529,0.0004060094,9.2932765e-05,0.00080246734,0.0068066274,0.0034367028,0.0024304213
Morgan_16,0.0,0.0021369332,0.013039482,0.0015464965,2.0948857e-05,0.00060043595,0.0017281271,0.00045627094,0.0020876534,0.0024018167
Morgan_341,0.001109742,0.005527073,0.0,0.0,0.0005221,0.0006924821,0.0027059303,0.0010054909,0.010029198,0.002399113
Morgan_275,0.0,0.0055468907,0.006954535,0.0,9.9501216e-05,0.00034216547,0.0012472252,0.0039003496,0.0034528973,0.0023937293
Morgan_119,0.0005514856,0.015282489,0.001038499,0.0,0.0012428327,0.00031547964,0.00046295798,0.0008158933,0.0014515669,0.0023512451
Morgan_90,0.00089623476,0.007446227,0.00011436916,0.0021673942,0.0007921197,0.00092997606,0.0050594676,0.0013267449,0.0023860263,0.0023465068
Morgan_479,0.0,0.0,0.020497788,0.0,1.5733338e-05,7.0177855e-05,0.00025553562,0.00015249763,0.00012470566,0.002346271
Morgan_843,0.005880531,0.0005689384,0.0010298605,0.0,3.9403396e-05,0.000101855796,0.00046969464,0.0010401659,0.011902069,0.0023369465
Morgan_781,0.0,0.0019972818,0.011096236,0.0,0.0006183481,0.00012992075,8.565276e-05,0.006365064,0.0001717503,0.0022738061
Morgan_667,0.0011562825,0.00019880585,0.0,0.0,0.013467009,0.000100029865,0.0037366007,0.0007941768,0.0010053233,0.0022731363
Morgan_586,0.0017212491,0.00019618418,0.014102361,0.0,0.0,7.0666036e-05,0.00064719666,0.0002459208,0.0034079088,0.0022657209
MACCS_60,0.0,0.0036115872,0.0,0.0054882662,0.0004630433,0.0032041823,0.00017650839,0.0033549664,0.0038300587,0.0022365125
Morgan_487,0.0007519228,0.0060532256,0.001952912,2.9887738e-05,0.0006784686,0.00043665274,0.0024825223,0.0037110706,0.003956132,0.0022280882
Morgan_136,0.010952752,0.0007857231,0.0015366852,0.0018226244,0.0002205741,0.0006883659,0.0005068859,0.00016086684,0.0032383418,0.0022125356
MACCS_75,0.0,0.006333831,0.0057829362,0.0,0.0014090857,0.0012471617,0.0018546459,0.0010706687,0.0015452151,0.0021381716
Morgan_416,0.0,0.0011047694,0.0,0.009634992,9.021786e-05,0.00026142492,0.00038893617,0.007344667,0.0003029279,0.002125326
Morgan_892,0.00846247,0.0,0.007767898,0.0018417438,3.5422894e-05,1.9634637e-05,0.0,0.00044830912,0.00032920061,0.0021005198
Morgan_233,6.662901e-05,0.0028187232,0.0,0.0,0.008082927,0.0029919073,0.0012263416,0.0032297564,0.00040588772,0.0020913524
Morgan_1011,0.0,0.0025540923,0.0,0.0,0.00084402115,0.0009048672,0.0045425217,0.003741612,0.0062115206,0.0020887372
Morgan_484,0.006346588,0.00327047,0.0,0.0,2.7997787e-05,0.00014931303,0.00016219905,0.0015519493,0.0072572986,0.0020850906
Morgan_444,0.0023821217,0.0,0.015556032,3.9886378e-05,0.00019761137,0.00014627374,0.0,0.000112420785,0.00017894187,0.002068143
Morgan_79,0.0,0.0009171029,0.0,0.0,5.7918915e-05,0.0012059617,0.008098439,0.0070967916,0.0012007051,0.0020641023
Morgan_464,0.0054669417,0.001544152,0.0022144453,0.0,0.001161522,0.0008419908,0.0066230823,0.00019321109,0.00046086713,0.0020562457
Morgan_779,0.0,0.00025660015,0.017376319,0.0,0.0,3.0914427e-05,3.8810034e-05,0.0006582254,8.280102e-05,0.0020492964
Morgan_73,5.783174e-05,0.002093697,0.0003230362,0.0,0.007673681,0.0008066066,0.00359362,0.0028917354,0.00092013396,0.002040038
Morgan_309,0.0,0.0050789975,0.005297034,0.0,0.0018913258,8.0644844e-05,0.0006129997,0.004932097,0.00036120447,0.0020282557
Morgan_345,0.00013524565,0.00012155874,0.0034061496,0.0034304224,0.0005373901,0.0017000869,0.0029506779,0.00011955862,0.0058495314,0.0020278466
Morgan_194,0.0,1.4521486e-05,0.017702801,0.0,0.0002023477,7.520884e-05,1.4262794e-05,6.419906e-05,0.00015619541,0.0020255041
MACCS_34,0.0,0.0017204555,0.0,0.00974267,0.0041353395,0.00015048707,0.0016679509,6.3429965e-05,0.00070989784,0.0020211367
Morgan_637,0.0,0.00048309367,0.004103511,0.006295402,6.6285706e-05,1.1673374e-05,0.0,8.731088e-05,0.0069954,0.0020047417
Morgan_145,0.0001990186,0.0,0.012139657,0.0,0.00024053984,0.00061783666,0.0015550627,0.001918336,0.0012954216,0.001996208
Morgan_209,0.0,0.0,0.0031421704,0.0,0.0,5.9418482e-05,6.325546e-05,0.010714314,0.003851208,0.0019811518
Morgan_1005,0.0,0.0029189654,0.00014890873,0.0026885427,0.0028604523,0.00010184379,0.007989838,0.00074858277,0.00029374586,0.00197232
Morgan_81,0.00023725732,0.00048314122,8.335418e-05,0.0037900945,0.0061642732,0.0002381656,0.0062320773,0.00029800582,9.786469e-05,0.0019582482
Morgan_441,0.0,0.012691613,0.0,0.0,0.00123258,0.00016437493,0.0028638707,0.00015445802,0.0004307957,0.0019486325
Morgan_227,0.0,0.0031394695,0.0,0.0,0.0111575555,0.00089562277,7.284908e-05,0.0012731632,0.0009958729,0.0019482815
Morgan_852,0.0,0.0049857763,0.00017988414,0.0,0.0104858605,0.0006557617,0.00074406783,0.00021310535,7.991175e-05,0.0019271517
Morgan_204,0.00020316977,0.005586955,0.010258981,0.0,0.0006894625,4.74392e-05,0.00015012937,0.000110107976,8.2977036e-05,0.0019032469
Morgan_916,0.0035398477,0.0004097873,0.003615092,0.004471382,0.0025650468,0.00014366375,0.0,0.0019116803,0.00042860623,0.0018983452
Morgan_26,0.0,0.00069358863,0.0,0.00951496,3.7752332e-05,0.000271024,0.0041929064,0.002102917,0.00024404211,0.0018952433
Morgan_935,7.807271e-05,0.0045559173,0.0047327355,0.0,0.0016553578,0.0012540203,0.0018814981,0.000956721,0.0018910798,0.0018894891
MACCS_17,0.0009781106,0.00017244453,0.0,0.0016426229,0.0047467304,0.003165437,0.0037440048,0.00031522065,0.0022132923,0.0018864293
Morgan_913,7.1020746e-05,0.0033575709,0.0,0.00050447154,0.00014154566,0.00016548585,0.00032261718,0.0093606645,0.0028649936,0.0018653745
Morgan_809,0.0,0.0021703623,0.0,0.0,0.00018923816,0.007595226,0.0064659184,0.0001117864,0.00013790264,0.0018522704
Morgan_947,0.0,0.004354718,0.0,0.00010518729,0.00019435165,0.0006327666,0.0006539802,0.009887018,0.00065617095,0.001831577
Morgan_506,0.0,0.0006254127,0.0,0.0,0.00019100227,0.0022914317,0.0061209914,0.0070481943,0.00017513774,0.001828019
Morgan_11,0.0,0.00516205,0.006834677,0.0,0.00016200976,0.00029736868,0.0022540875,0.00019379558,0.001297613,0.0018001781
Morgan_614,0.0,0.0067288657,0.0,0.0,8.609103e-05,1.7614283e-06,0.001413048,0.0071019614,0.0008591862,0.0017989905
Morgan_899,0.0,0.00038950233,0.0058306805,0.0,1.7137507e-05,5.4071254e-05,0.0,0.007824231,0.002043285,0.001795434
Morgan_53,0.0,0.0007984981,0.0,0.0,1.7779741e-05,8.088539e-05,0.00016735392,0.0006208009,0.014384676,0.0017855548
Morgan_787,0.0015683721,0.0005737883,0.0,0.0,0.00019995094,8.3160485e-05,0.001190462,0.00012566398,0.012276256,0.0017797394
Morgan_605,0.0,0.0076997373,0.0,0.0012014423,0.002208217,0.00047212327,0.0,0.0043836567,4.4236356e-05,0.0017788237
Morgan_974,0.0001855814,0.0035697198,0.0,0.0,0.0033768015,0.00013593069,7.8328005e-05,0.0075395964,0.0010889735,0.0017749923
Morgan_939,0.0,0.0014353223,0.0034963926,0.0,0.0046964567,4.6922098e-05,0.0010195461,0.0046494254,0.0005387595,0.0017647581
Morgan_549,0.0,0.0020317032,0.00044380056,0.0,0.0004810191,0.0020807874,0.0048016105,0.0002635547,0.005752334,0.0017616455
MACCS_33,0.0014031248,0.0016643978,0.00040949334,0.0,0.0074413475,0.0003659373,0.002944874,0.00053894584,0.0010080796,0.0017529111
Morgan_734,0.0003094774,0.0014065618,0.0,0.0,0.009245155,0.00033615966,0.00368621,0.00012155129,0.00065505155,0.0017511299
Morgan_14,0.0,0.00029873257,0.00091765396,0.0,4.485533e-05,5.5168744e-05,0.0044415956,4.115628e-05,0.009875558,0.0017416357
MACCS_39,0.0012304598,0.00018441332,0.00096473604,0.0,0.012674028,0.00013309941,0.00015505734,0.00024450186,3.2505683e-05,0.0017354224
Morgan_121,0.0021560583,0.00043242882,8.96739e-05,0.0,0.0014583213,0.006657391,0.0015065685,0.0028119814,0.00047742337,0.0017322052
Morgan_792,0.0028247992,0.00013561058,0.0,0.0,0.0004604176,0.003246808,0.007177568,0.0010328096,0.0006890549,0.0017296742
Morgan_803,0.0,0.006404127,0.0,0.0051440154,0.00096528686,0.0018971699,0.00046799736,0.00030306724,0.000248537,0.0017144668
Morgan_15,0.0,0.0007615327,0.011707064,0.0,0.00030439545,0.00020940592,0.00069665175,0.00046792155,0.0012739159,0.0017134319
Morgan_325,0.005720243,0.0012174193,0.0051751067,0.0,0.0011521429,0.00024190023,0.00033934816,0.0011969463,0.00036655442,0.0017121844
Morgan_816,0.0,0.0010823171,0.008840042,0.0,0.00032282228,0.00021098922,0.0016477198,0.0013771905,0.001816168,0.0016996943
Morgan_707,0.012861624,0.00011163331,0.0,0.0,0.0014791169,0.00012598971,0.0,6.0912877e-05,0.00044290145,0.0016757976
Morgan_25,0.0004590131,0.003461912,0.0,0.0,0.0035426882,0.00034507414,0.0003786928,0.006095113,0.00063707196,0.0016577295
Morgan_423,0.0,0.00084420294,0.0039721723,0.0,2.7113598e-05,3.392741e-05,0.0062760864,0.000494372,0.0031638313,0.0016457451
MACCS_58,0.0,0.0,0.0031935172,0.000782573,0.0033266,0.0006704248,0.0020833637,0.00027044877,0.0044554006,0.001642481
Morgan_425,9.873796e-05,0.002103033,8.812738e-05,0.0005354885,0.003023069,0.0011906059,0.0015062393,0.00097384263,0.005189485,0.0016342921
Morgan_123,0.00020569118,0.00012441573,0.013785872,0.0,8.5105974e-05,3.7069985e-05,2.8889832e-05,0.00032158778,0.000118516444,0.0016341277
Morgan_724,0.0,0.004721516,0.0,0.0,0.0013017397,0.00042225272,0.0014990383,0.0003845834,0.006357171,0.0016318113
MACCS_50,1.25921e-05,0.00018831382,0.0,0.0007046418,0.00013406378,0.00047627863,0.009296174,0.0025686906,0.001292403,0.0016303508
Morgan_710,0.012920581,0.00052098365,0.0,0.0,1.0242297e-05,5.3606804e-05,3.9634626e-05,0.0009122513,0.00012202396,0.0016199248
Morgan_917,0.0,0.0013034254,0.0,0.0,0.0047440403,0.0001125999,0.008153242,0.00010438245,0.00013794772,0.0016172931
Morgan_547,0.0,0.0042154943,0.009100698,0.0,0.00077886175,0.00012822304,0.0,0.00013965192,6.475577e-05,0.0016030759
Morgan_664,0.000524107,0.001954484,0.0025520606,0.008202798,0.00011285002,2.3869405e-05,0.00014314624,0.00028970616,0.00055483833,0.0015953179
Morgan_730,1.8871317e-05,0.0022899292,0.0,0.0,0.00018189554,0.0002785179,0.001480695,0.00059572514,0.009378916,0.0015805055
Morgan_785,6.386335e-05,0.00038693775,0.012747411,0.0,0.00020982638,9.947025e-05,8.097441e-05,0.00029847305,0.00032555152,0.0015791674
Morgan_937,0.0,0.002047054,0.010726573,0.0,8.010831e-05,9.163816e-06,3.972855e-05,2.3073888e-05,0.0012329714,0.0015731859
Morgan_401,0.0,0.0018459699,0.009913208,0.0,0.00019167658,7.805208e-05,5.4585536e-05,0.00053036766,0.001518264,0.0015702359
