Feature,GHS01_Explosive,GHS02_Flammable,GHS03_Oxidising,GHS04_CompressedGas,GHS05_Corrosive,GHS06_AcuteToxicity,GHS07_Irritant,GHS08_HealthHazard,GHS09_Environmental,Mean_across_all_classes
Morgan_558,0.0,0.0012075994,0.00243096,0.0,0.00039140624,0.0013309296,0.0048283227,0.0035358958,0.00035855523,0.0015648522
Morgan_427,0.0,0.0003517897,0.00069751265,0.00940149,0.0,4.4690296e-05,0.0,2.83439e-05,0.003530672,0.001561611
Morgan_148,0.0,0.0012369395,0.00041200066,0.011716634,2.2749804e-05,7.7096e-06,0.00026414506,0.00031901497,4.6459754e-05,0.0015584059
Morgan_716,0.0003649923,0.0005989977,0.012529568,0.0,7.173144e-05,1.2051363e-05,4.551542e-05,6.9986476e-05,0.00030343508,0.0015551419
Morgan_1009,0.0016317178,0.0008651647,0.0,0.0,0.00018042808,0.0018810862,0.00014848511,0.008264392,0.0009161112,0.0015430427
Morgan_799,0.00020457675,0.00033379957,0.0061627454,0.0,0.00089399837,0.000110515175,0.00016533516,0.0056999493,0.00018249755,0.0015281574
Morgan_673,0.0,0.00076056534,0.00592301,0.0,0.00044458985,0.0002053617,5.2547955e-05,0.0014498043,0.0048416485,0.0015197253
Morgan_831,0.0034085969,0.0019486377,0.0,0.0,0.0028588076,0.0005183864,0.0007678807,0.00095704955,0.0032141586,0.0015192798
Morgan_352,0.0,0.011567777,0.0,0.0,0.0002689363,0.00020083501,0.00018168881,0.0011267861,0.0003178536,0.0015182085
Morgan_524,0.0,3.885806e-06,0.0057541905,0.005383551,0.00051043916,5.3275025e-06,0.0011546285,0.0005829784,0.00026402844,0.0015176699
Morgan_137,0.00025962444,0.000753602,0.00046974455,0.0,3.2644784e-05,0.0015326666,2.6884592e-05,0.0001667743,0.010409975,0.0015168797
Morgan_890,0.0053224834,0.0026152877,0.0,0.0020464524,0.00046412254,0.00026938738,0.00090450735,0.0010085977,0.0009210443,0.0015057647
Morgan_406,0.0,0.0019582745,0.003148464,0.0,0.0057348968,0.000315562,0.00042400797,0.0010659563,0.0008151011,0.001495807
Morgan_751,0.0,0.0015383688,0.006063059,0.0,0.0002896648,0.00025663507,0.0014146629,0.002839596,0.0010295123,0.0014923888
Morgan_945,0.0,0.0,0.0,0.0,0.0033482192,0.00018576122,0.001162613,0.006479879,0.0022291313,0.0014895116
Morgan_207,0.0,0.0010998397,0.007943363,0.0029470078,0.0006961753,8.732219e-05,1.0434892e-05,0.0001865851,0.0002614756,0.0014702447
Morgan_215,0.0,6.756951e-05,0.0038317535,0.0059016044,0.0027815169,2.176792e-05,2.5445514e-05,0.00037458396,0.00017103825,0.00146392
Morgan_838,5.695233e-05,0.005258643,0.0048164735,0.00092283095,0.0011476255,0.00034827628,4.653944e-05,0.0002676465,0.00028775842,0.0014614161
Morgan_84,0.007839112,0.0006064472,0.0,0.0012478705,0.0008385746,0.00022895855,3.487691e-05,0.0011336625,0.0011331133,0.0014514017
Morgan_767,0.0,0.0039614625,0.0,0.0023730597,0.0026746206,0.0004928457,0.0019343125,0.00017255939,0.0014440443,0.0014503228
Morgan_770,0.00012965102,0.0010002492,0.0,0.0032981138,2.2039134e-05,0.00020191532,5.1743824e-05,0.0001644317,0.008162738,0.0014478758
Morgan_621,0.0,0.003932584,0.0,0.0070765447,0.0010579642,0.00030339404,4.8615304e-05,0.00020733183,0.00039041194,0.0014463163
Morgan_583,9.848933e-05,0.0021687779,0.0,0.0,0.00093861663,0.00018919515,0.0077195577,6.635061e-05,0.0017806339,0.00144018
Morgan_801,0.005940533,0.0014131494,0.0,0.0,6.401907e-05,0.00050025503,2.4413028e-05,0.004398375,0.0005913368,0.0014368979
Morgan_753,0.0,0.00021270142,0.00987757,0.0,0.00063276885,9.163533e-05,3.7812664e-05,0.0003690917,0.0016569919,0.0014309523
Morgan_837,0.0,0.0009362862,0.0,0.0,0.0014583829,9.362326e-05,0.0,0.0028866003,0.007485233,0.0014289027
Morgan_202,0.00019042619,0.0017045683,0.004912189,0.0,0.0016242673,7.7503384e-05,0.00027006053,0.0036367802,0.00039136512,0.0014230178
MACCS_61,0.0,0.003804257,0.0,0.0013242357,0.00027424266,0.00017243864,0.0056134146,0.0,0.0015426177,0.0014145785
Morgan_692,0.0011787885,0.0056236237,0.0019892033,0.0,0.002088923,0.00010065625,0.0012697212,0.0002624304,0.00021386685,0.0014141349
MACCS_40,0.00040348573,0.00036650663,0.0074339374,0.0,0.0029646836,1.7148195e-05,0.0,0.0014847266,1.8725563e-05,0.0014099126
Morgan_523,0.0,0.0003776556,0.0035279414,0.00057296705,0.0,0.00019496806,0.00013668562,0.0071220743,0.000693863,0.0014029061
Morgan_77,0.0,0.00044787646,0.0002903456,0.0,5.9008416e-05,7.451289e-05,0.011209844,0.00016597078,6.6032175e-05,0.0013681767
Morgan_540,0.0,0.0012622623,0.0,0.0,0.00013653177,0.00021612072,0.00027930544,0.009072925,0.0013133454,0.0013644989
Morgan_690,0.0,0.0017536172,0.0,0.0,0.0069528515,0.0012278066,0.0021175984,0.00016539065,5.8523106e-05,0.0013639764
Morgan_383,0.0,0.00029693887,0.0005964577,0.005902485,0.00016538972,0.00018919152,0.00012862115,1.1819886e-05,0.0049180444,0.0013565498
Morgan_143,0.0,1.583449e-05,0.006588585,0.0,0.0001502873,0.00023268154,0.0017722908,4.7285732e-05,0.0032341727,0.0013379043
Morgan_384,0.0,0.0,0.00044597386,0.00078558014,0.00080671656,4.4994886e-05,7.4560394e-06,0.008444301,0.0014327699,0.0013297547
Morgan_144,0.00011164894,0.00088107993,0.0031176535,0.0,0.001361761,0.000356405,0.0010244477,0.004596206,0.0003586532,0.0013119839
Morgan_508,0.0,0.0009119817,0.010636064,0.0,1.7509163e-05,7.238291e-05,4.5731555e-05,8.611615e-05,0.0,0.0013077541
Morgan_396,0.0,0.0033658894,0.0,0.006688104,0.0005843939,6.729295e-05,1.7793029e-05,0.0009785541,5.3571814e-05,0.0013061776
Morgan_117,1.3214159e-05,0.0033924193,0.0024045508,0.0026681863,0.0008573811,0.0006035839,0.00082266895,0.00021284985,0.0007775127,0.0013058186
Morgan_252,0.0,0.00087817863,0.00975241,0.0,0.00017959275,2.5293168e-05,2.901917e-05,0.00010417695,0.0007691995,0.0013042078
Morgan_305,0.0,0.0046225167,0.0011308913,0.0,0.00066348596,0.00014875429,0.0005983166,0.002994203,0.001517212,0.0012972645
Morgan_171,0.0051128543,0.0015237612,0.0008442091,0.0,0.00022842827,9.254298e-05,0.00017636991,0.0034697242,0.000179176,0.0012918962
Morgan_110,0.0,9.7090946e-05,0.0,0.0,0.00844284,0.000581691,2.9850327e-05,0.0023224289,0.00014458197,0.0012909427
Morgan_116,0.0,0.003207568,0.0,0.0036601198,0.0019101034,0.0001952545,0.0001593773,0.0019330726,0.0005470524,0.0012902832
Morgan_834,0.0,0.000360491,0.008871886,0.0013775346,0.00027421833,1.3734203e-05,0.0,0.0005642964,0.0,0.0012735735
Morgan_18,0.0007111591,5.0813e-05,0.010301579,0.0,9.749948e-06,5.2591015e-05,9.397104e-05,5.435884e-05,0.0001877828,0.001273556
Morgan_955,0.003569881,4.412421e-05,0.0071252696,0.0,0.0004623499,1.8820818e-05,1.1880818e-05,4.1567688e-05,8.39546e-05,0.0012619832
Morgan_808,0.0,0.0002800698,0.0,0.0016789202,0.008217898,0.000623079,0.00030241357,0.00014081676,0.00010398506,0.001260798
Morgan_528,0.0011539962,0.0031835104,0.0049042,0.0017529838,6.7657835e-05,1.0654982e-05,0.0,1.5372261e-05,0.00022545275,0.001257092
Morgan_230,0.00010927893,0.0028107269,0.0008079468,0.0005500674,0.00020570737,5.1728613e-05,0.0010196196,0.002894522,0.0028277861,0.0012530426
Morgan_285,0.0011731307,0.0011208127,0.0068514235,0.0,0.00036187877,8.7633794e-05,0.00021764109,0.0004954542,0.0008976004,0.0012450638
Morgan_591,0.0,0.00077155285,0.0,0.0,0.0018936072,0.00015787958,0.0021321513,0.003734493,0.0024601538,0.0012388709
Morgan_193,0.0,0.00015562389,0.0,0.0,0.0,5.0133847e-05,8.8413246e-05,0.0035251232,0.0073020617,0.0012357063
Morgan_954,0.0,0.00047370067,0.0063366303,0.0,2.7173639e-05,0.00011267992,2.2426526e-05,0.002334509,0.0017470199,0.0012282378
Morgan_759,3.6799476e-05,0.002947406,0.0,0.0,8.376993e-05,0.00017689167,0.0015171916,6.488072e-05,0.0061308006,0.0012175267
Morgan_592,9.875737e-05,0.0004586944,0.008852086,0.0,0.000110054956,0.00018097462,0.00039997234,0.00020486367,0.0006011857,0.0012118432
Morgan_342,0.00039914052,0.0003306628,0.00059623184,0.0051143602,0.0013008765,0.00037174716,0.0018500105,0.0002875601,0.0006168471,0.001207493
Morgan_960,0.0,0.0054772818,0.0,0.0003412502,0.00065537874,0.0002818358,0.00018639369,0.0034522533,0.00046878352,0.0012070197
Morgan_34,0.0006993479,0.00033115168,0.009132225,0.0,7.610602e-05,9.885925e-05,1.4583163e-05,0.00014446561,0.00022485775,0.0011912885
Morgan_956,0.0,0.0013828228,0.0037073693,0.0004584356,0.0005638778,0.00033992584,0.00010868438,0.0009281676,0.0032221256,0.0011901566
Morgan_482,0.00097212923,0.000572647,0.0043833563,0.0,0.0026183424,0.00049422047,0.00069784163,0.00023658384,0.0007328671,0.0011897765
Morgan_490,0.00040425602,8.134713e-05,0.0,0.008667575,3.152104e-05,0.00011878992,0.00069566106,0.00044504134,0.00021299739,0.001184132
Morgan_481,0.00020500876,0.0007875045,0.0,0.004960281,0.00015758186,3.083843e-05,0.00081606716,3.5164358e-05,0.0035655145,0.0011731067
Morgan_216,0.00011768348,0.0029005727,0.0,0.0,0.0010575139,0.002190992,0.00037643116,0.0037264458,0.00015267037,0.0011691456
Morgan_500,0.0,4.23136e-05,0.0,0.0,0.002601727,6.643983e-05,0.0,0.00033330315,0.007478211,0.0011691105
Morgan_261,0.0,0.0010659976,0.0,0.00453552,0.00012914106,7.325298e-05,0.00020326815,0.0042913905,0.00020732977,0.0011673223
Morgan_953,6.7079345e-05,0.0039716316,0.0,0.0042284387,0.0009507307,0.0001535911,0.00036694767,0.00074248586,2.0250924e-05,0.0011667949
MACCS_25,0.0009222857,0.00019712707,0.0,0.0,2.2011345e-05,0.00020126965,0.003187876,0.0013503662,0.0045990627,0.0011644443
Morgan_825,0.0,0.00021784501,0.001358641,0.00705589,0.0004989435,0.00013224894,1.8802695e-05,0.00021330995,0.000931659,0.0011585933
Morgan_512,0.0,0.00055567065,0.005148183,0.0,0.0006347393,0.00018575849,0.0019720648,0.00077452936,0.0011125149,0.001153718
Morgan_200,0.007824837,0.0008545603,0.0,0.0,0.00020256081,7.695963e-05,9.4974435e-05,0.0003677407,0.000905192,0.001147425
Morgan_948,0.0,0.001689795,0.0,0.007928332,5.3364987e-05,3.2792905e-05,1.3065585e-05,0.00032399638,0.00017453921,0.0011350984
Morgan_102,2.9552708e-05,0.0040227743,0.0,0.00042464965,5.5188593e-05,0.0001055673,0.0044211242,0.00041326584,0.00072007783,0.0011324668
Morgan_386,2.4005478e-05,0.0011091313,0.005536361,0.0,0.0008726055,0.00034830882,0.001719959,0.00012868615,0.00043171292,0.0011300857
Morgan_910,0.0,0.0031035582,0.0,0.0,8.452314e-05,0.00029129506,0.0006050328,0.004429254,0.001548153,0.0011179796
Morgan_622,0.0,0.0018827365,0.0,0.0,0.0013836586,0.00024090268,0.00012189152,0.006366766,4.202292e-05,0.001115331
Morgan_958,0.0,0.00035800875,0.00014434454,0.0,0.008332243,3.1067128e-05,0.0008659921,7.2950475e-05,0.00022225469,0.0011140957
Morgan_496,0.00017546827,0.00069512357,0.0,0.007974112,0.00032064723,3.889686e-05,0.0003589452,0.00021082588,0.00023486883,0.0011120986
Morgan_888,0.00041733606,0.0055520455,0.0,0.0,0.0008461682,0.00036028758,0.0018321583,0.00026840979,0.0007104769,0.0011096536
Morgan_319,0.0035055608,0.00063648756,0.0006693948,5.6305238e-05,1.502785e-05,0.00051316275,0.0004619675,0.00095105555,0.0031394938,0.001105384
Morgan_473,0.0,0.002123427,0.0035271705,0.0,3.284907e-05,4.078125e-05,3.4335095e-05,0.0033674408,0.0008139463,0.0011044389
Morgan_886,0.0,0.0002256201,0.0,0.0013733013,0.004089376,5.6172514e-05,0.0015985218,0.00045327743,0.0020469583,0.001093692
Morgan_534,0.0,0.0007996796,0.008674021,0.0,4.1919877e-05,3.005124e-05,1.0430612e-05,7.510846e-05,0.00016657825,0.0010886431
Morgan_13,0.00018924777,0.0012986035,0.00085564144,0.003619091,0.0005459671,0.00101587,0.0011636266,0.00087169843,0.00022790609,0.0010875168
Morgan_557,0.0,0.0021482382,0.0065305084,0.0,7.400846e-05,0.0001847501,7.261033e-05,8.592309e-05,0.0006406611,0.0010818555
Morgan_747,4.97553e-05,0.00041519097,0.0,0.0,0.00012886312,0.0062834346,0.00234253,0.0002790863,0.00019827796,0.0010774598
Morgan_777,0.0,0.0005519456,0.0062096817,0.00015624586,0.0027016154,1.7004413e-05,0.0,9.98021e-06,8.810047e-06,0.0010728092
Morgan_744,0.0,0.00014071578,0.009052529,0.0,7.3957235e-05,0.00015079606,2.0958174e-05,0.00015774825,4.9326783e-05,0.0010717813
Morgan_590,0.0,0.003662217,0.0045331568,0.0003235034,0.0,4.207709e-05,0.00012663336,0.00034415865,0.0005596629,0.0010657122
Morgan_315,0.0,0.00071633176,0.0,0.0,0.00015973818,0.00017189248,0.006558342,0.0012623144,0.00047440236,0.0010381135
Morgan_575,0.0,0.00035460552,0.0076420233,0.00091664225,2.6376809e-05,8.9497575e-05,6.534252e-05,9.971793e-05,0.00014128549,0.0010372768
Morgan_927,0.0,0.007623304,0.00071825436,0.0,0.00011522476,0.0001015468,6.595514e-05,0.0005508397,0.0001569453,0.0010368968
Morgan_236,0.00025053098,0.00014324624,0.0077278274,0.0,0.000118461336,6.887462e-05,6.682012e-05,0.00074479834,0.00017363693,0.0010326885
Morgan_420,0.0003009129,0.00082106754,0.005368404,0.0,0.0004190327,0.00019272434,0.0,0.0019240788,0.0002163263,0.0010269496
Morgan_57,0.0008718563,0.00016327725,0.0063741067,0.0,0.0004059253,0.00035177617,0.00065609784,0.0002569441,0.000118412645,0.0010220441
Morgan_640,0.0,0.000674833,0.0,0.0070260963,1.4155088e-05,8.68539e-05,0.0,0.00043170375,0.0009567662,0.0010211566
Morgan_562,0.00014224317,0.00024014787,0.005702474,0.0,0.00015501097,0.00015628271,0.00014322935,0.0009542175,0.0016113372,0.0010116603
Morgan_551,0.0,0.0009883724,0.006446859,0.0,0.0,2.4813633e-05,0.00019086686,0.00038846864,0.0010416147,0.0010089994
Morgan_349,0.0,0.00014557158,1.14366085e-05,0.0,1.6973971e-06,0.00011825718,0.002230074,0.0003442813,0.0061880215,0.0010043711
Morgan_740,0.00015412374,0.0013431187,0.0,0.0,2.6791391e-05,0.0008395828,0.0017973884,0.004194076,0.00063298625,0.0009986742
Morgan_863,0.0,0.00030443858,0.0021859042,0.0001894081,0.0013931732,0.001253323,0.0002608763,0.0033407633,5.4993332e-05,0.0009980979
Morgan_828,0.0,0.0010294801,0.002132634,0.0019719377,6.833079e-05,1.9944784e-05,4.9453458e-05,0.0021408114,0.0014872764,0.0009888742
Morgan_585,0.0,0.00044878555,0.0,0.004231465,0.00016373677,0.0002115895,0.0018279164,0.00019832051,0.0018160751,0.0009886543
Morgan_652,0.0,0.0007866309,0.0,0.0,3.0859657e-05,0.00069463823,0.0028602711,0.00047815515,0.004040968,0.000987947
Morgan_628,0.00010546037,0.0015752267,0.0008397164,0.0053345626,0.00018590833,7.0637716e-06,1.068999e-05,0.00075395347,8.915336e-07,0.0009792749
MACCS_19,0.0,0.00016715113,0.0031979608,0.0,0.0005414208,0.00019831052,0.00019515991,0.004322538,0.00017780942,0.0009778168
Morgan_700,0.0,2.858862e-05,0.0011412706,0.002657385,0.0004920787,0.002304237,0.00057082105,9.0589965e-05,0.0015038635,0.00097653724
Morgan_10,0.006409336,0.000277661,0.0,0.0015328912,2.9292125e-05,0.00015083438,3.0785555e-05,0.0002958269,6.151455e-05,0.0009764602
Morgan_255,0.0019462879,0.0025515992,0.0,0.0,0.00079936476,0.00026013493,0.00062972086,0.0017804144,0.0008142681,0.0009757545
Morgan_284,0.0,0.00094275305,0.001997548,0.0005733817,0.00012660697,0.00011528869,0.00010655593,0.0001715904,0.004738422,0.000974683
Morgan_165,0.0,0.00036091474,0.0002815183,0.0,0.0035859954,1.9573954e-05,0.00019503618,0.00030054973,0.003992328,0.0009706574
Morgan_343,0.0014123429,0.0003866616,0.0040942077,0.0,0.000807074,0.0003608503,9.146277e-05,0.00055047544,0.0010148265,0.0009686557
Morgan_366,4.4528433e-06,0.0016586776,0.0,0.0,0.0011014121,0.0003428618,0.0010873794,0.0018714811,0.0026471603,0.00096815836
Morgan_276,0.0,0.00017129141,0.0020222915,0.0020651256,0.0002590399,1.8615681e-05,2.558191e-05,0.0017969074,0.0022734704,0.00095914706
Morgan_189,0.00031464145,0.00017111257,0.005045037,0.0006435099,0.00029888892,0.000100997255,0.0010271505,0.0002571251,0.0006732323,0.0009479661
Morgan_245,0.0038967973,0.0006457113,0.0033256942,0.0,0.0,0.00023653172,1.4980197e-05,0.00024072047,0.00014014903,0.0009445094
Morgan_329,0.0,0.00045940225,0.0013083267,0.0052728304,0.00068057294,5.2290092e-05,0.00026792803,0.0002278586,0.00014655445,0.0009350848
Morgan_901,0.0,0.0002053235,0.0072366563,0.0,2.9606039e-05,5.180694e-05,0.00077997637,8.175197e-05,1.5444617e-05,0.00093339634
Morgan_857,0.0,0.0009663674,0.0029840174,0.0,1.5143873e-05,0.0002849494,0.0007815087,0.0018533682,0.0014711893,0.0009285049
Morgan_470,0.0,0.00057144376,0.0,0.006550761,5.862421e-05,1.3216083e-05,4.2752687e-05,0.00100769,9.5811076e-05,0.0009266998
MACCS_54,0.0011918602,0.00061797566,0.0,0.0,0.0024265067,0.00040537704,0.0023604585,0.00043609322,0.0008600657,0.0009220375
Morgan_738,0.0015463047,0.00052219286,0.0,0.0,0.00034942554,0.00044352104,0.0018638222,1.50904e-05,0.0035334546,0.00091931236
Morgan_721,0.0,0.0,0.006434611,0.00034018472,0.00027711273,7.366319e-05,1.0776069e-05,0.00086103386,0.00025569636,0.00091700867
Morgan_961,0.00016320334,7.778316e-05,0.0010631626,0.0,0.0002856522,8.455805e-05,0.0009152158,0.0015735562,0.0040512937,0.00091271393
Morgan_166,0.0,0.000113139824,0.007884997,0.0,0.0,2.4066223e-05,6.933003e-05,4.4742395e-05,2.5363184e-05,0.0009068489
Morgan_623,0.0,0.00035325115,0.00083541265,0.0,0.0007228933,0.00012466595,0.00016699404,0.004857867,0.0010730944,0.00090379757
Morgan_885,0.0,0.005815824,0.0,0.0,0.00015627939,7.34976e-05,4.7091482e-05,0.0007557997,0.0012228367,0.0008968143
Morgan_909,0.0,3.708991e-05,0.00041809698,0.004070419,2.9013387e-05,0.0001130734,0.0007606957,0.0012762435,0.0013296965,0.00089270313
Morgan_354,0.0,0.0010654811,0.0041916193,0.0009942575,2.586395e-05,0.0001630357,0.00026151215,0.0009170477,0.00037109517,0.00088776805
Morgan_273,0.0,0.0016366539,0.0,0.0,0.000100669,0.0015429173,0.00039278402,0.0029375565,0.0013685717,0.0008865725
Morgan_539,0.0041482677,0.00051009137,0.0,0.0,0.00090829114,0.00010128299,0.00022586373,0.0018682432,0.00019972793,0.00088464096
Morgan_929,0.0,0.0009336464,0.005684618,0.0,0.001096427,7.59174e-06,0.0,0.00016770932,2.2553113e-05,0.0008791717
Morgan_884,0.00014132351,0.00016812829,0.00086879986,0.0,0.00024436484,0.00018580652,4.8860587e-05,0.0008622483,0.005384678,0.00087824557
Morgan_672,0.0,0.00036191885,0.0021095602,0.003334841,0.00013927631,0.00016638446,0.0002367702,0.0013077965,0.00023556399,0.0008769014
Morgan_232,0.0,6.5924425e-05,0.0061761336,0.0006674495,0.00034204623,3.0986834e-05,2.8154907e-05,0.00032668884,0.00022408477,0.00087349664
Morgan_980,1.2482009e-05,0.0018642223,0.0,0.0,0.0019440015,0.0005951312,0.0008630606,0.0016386199,0.00091027876,0.0008697551
Morgan_408,0.0,0.0,0.0074448423,0.0,0.0,2.0137892e-05,5.7178727e-06,0.00023626498,8.2623694e-05,0.0008655096
Morgan_248,0.0,0.00034487576,9.3394876e-05,0.0050436677,1.5959838e-05,9.671104e-05,0.0012975148,0.0004142688,0.0003145773,0.00084677443
Morgan_594,0.0015029003,0.00010675822,0.0,0.0,6.252811e-05,3.360701e-05,4.901147e-05,0.00494915,0.0008974454,0.0008446
Morgan_739,0.0021578984,0.0035098095,0.0,0.0,0.00024528016,7.645446e-05,0.0002054344,0.0004957918,0.0008621605,0.0008392033
Morgan_394,0.0,0.0050692577,0.0,0.0,6.8213362e-06,6.2673105e-05,0.0,0.001159616,0.001123462,0.0008246477
Morgan_474,0.0,0.00022758936,0.0,0.0,1.2760921e-05,7.0115326e-05,0.0032305706,5.3082833e-05,0.003783173,0.00081969914
Morgan_256,0.0024427061,0.00028189682,0.0,0.0025069516,0.00022745263,8.97614e-05,0.00094725756,0.0008418735,0.0,0.0008153222
Morgan_130,0.0,0.00030526862,0.0,0.0,0.000109547036,0.0006750219,0.0008777262,0.0049350443,0.00038855217,0.00081012887
Morgan_600,0.0,3.6939724e-05,0.0018586906,0.0,0.004448076,5.0140505e-05,0.0,0.00028028808,0.00057697156,0.0008056785
Morgan_65,0.00025160695,0.00261204,0.0,0.0,0.0018612043,0.00018191774,0.0010976301,0.0007775397,0.0004422547,0.0008026882
Morgan_190,0.0,0.0037282275,0.0,0.0,0.00038189246,2.835106e-05,0.00037709673,0.000110070825,0.0025637946,0.0007988259
Morgan_323,0.0,0.00039563587,0.0,0.0051424364,0.00014045247,7.2638315e-05,0.00014694089,0.0007242146,0.00054010446,0.00079582474
Morgan_235,0.00012554362,0.0009766747,0.00055155373,0.0036592737,0.0008473494,8.4983396e-05,4.6935507e-05,0.00054396375,0.00032120614,0.00079527596
Morgan_23,0.0,1.4562793e-05,0.003939015,0.0,8.2193124e-05,0.00018812595,0.00063989864,0.0015078316,0.0007813136,0.0007947711
Morgan_675,0.0002150551,0.0014562072,0.0,0.0,0.00027587544,0.0009758862,0.00024289542,0.0019499772,0.0020029559,0.0007909836
Morgan_95,0.0,5.21558e-05,0.005685047,0.0,1.5892849e-05,0.00012199334,0.00096366584,0.000121367455,7.223401e-05,0.00078137295
Morgan_932,0.00063070736,0.00091991585,0.00079543353,0.0,0.0001461367,0.00017894314,0.00015100838,0.0004758572,0.0036906607,0.0007765181
Morgan_736,0.0,0.002370519,4.7273435e-05,0.0,0.0004857306,0.0011025488,0.0015112521,0.0004836048,0.000972359,0.00077480974
Morgan_463,0.0,0.0006326773,0.0039688176,0.0001946233,0.000533409,0.0003433484,0.00017585739,0.0006676152,0.00044784485,0.0007737992
Morgan_593,0.0,0.0,0.0042228503,0.0,0.00022662041,5.013946e-05,6.3392814e-05,0.0016692987,0.0007088962,0.0007712443
Morgan_720,0.0,0.00016142997,0.005316518,0.0,4.9011514e-06,2.4138684e-05,3.171746e-05,0.0005973518,0.00076846307,0.0007671688
Morgan_762,0.0,0.00034208098,0.0061498433,0.0,1.5243514e-05,3.363112e-05,0.00024860151,9.280991e-05,1.979916e-05,0.0007668899
Morgan_281,0.0,0.00028987677,0.00058506173,0.0,0.0,0.00017275134,0.000105973966,0.005705464,1.9057483e-05,0.00076424284
Morgan_830,0.0,0.00019184472,0.0013475572,0.0,0.0010030332,4.4432214e-05,0.0036099826,0.00051145116,0.00014219855,0.0007611666
Morgan_201,0.0,0.0014119062,0.004579998,0.0,4.580147e-06,9.611356e-05,0.0001381749,0.00011026567,0.00043753217,0.0007531745
Morgan_579,0.0,0.00056441507,0.0,0.0,3.7165326e-05,0.00026192545,0.00012500421,0.0030955002,0.0026535762,0.00074862066
Morgan_277,0.0,0.0006708762,0.0009348712,0.0,0.00033738458,5.3215776e-05,3.200795e-05,0.0023257004,0.00237089,0.0007472162
Morgan_641,0.0,0.00020833209,0.0,0.0,7.0352755e-05,0.00012477879,7.226651e-05,0.0045994073,0.0014868418,0.00072910887
Morgan_495,0.0,0.0012415985,0.0,0.0,0.0040450427,6.5243505e-05,0.0009977169,7.72969e-05,0.00010115432,0.0007253392
Morgan_703,0.0,0.0035781628,0.0,0.002588482,6.8424786e-05,3.87666e-05,4.3496068e-05,0.00010946619,8.442777e-05,0.0007234696
Morgan_471,0.0,0.00067093456,0.0,0.0,0.0023516058,2.0835134e-05,0.00047435783,4.7570556e-05,0.0029237545,0.0007210064
Morgan_546,0.0,0.0024449732,0.0,0.0035020784,1.0122623e-05,2.4560673e-05,2.7447833e-05,1.1868539e-05,0.00046265704,0.000720412
Morgan_300,0.00016818845,0.0023554617,0.0,0.0,4.319465e-05,0.00015235847,0.00041531402,5.66084e-05,0.0032825829,0.000719301
Morgan_160,0.0,0.00042260325,0.0,0.0,0.00050692516,4.048174e-05,1.5074128e-05,0.004678427,0.0007584004,0.0007135457
Morgan_501,0.0,8.2357205e-05,0.0038268047,0.0,0.00045812735,0.00015945917,0.0,0.0012243413,0.00065391546,0.00071166724
Morgan_606,0.00010597056,0.0003033434,0.0,0.00181472,9.820266e-06,4.974606e-05,0.0,0.002577818,0.0015159557,0.0007085971
Morgan_185,0.0,0.00206511,0.0,0.0,3.9261075e-05,0.00017213591,6.3329295e-05,0.00034988314,0.0036444922,0.0007038013
Morgan_63,0.0,0.003342273,0.00034942653,0.0,0.00046302401,0.00047211503,1.2263314e-05,0.0009030584,0.00073195755,0.0006971241
Morgan_362,0.001274379,0.00086158724,0.00029397372,0.0017255064,0.0005865295,6.951761e-05,0.0005331644,0.00057843415,0.00034230726,0.0006961555
Morgan_713,0.0007756392,0.0013463484,0.0,0.0,0.001137685,0.00027026367,0.000104161474,0.0015587262,0.0010492237,0.00069356087
Morgan_520,0.0,2.639572e-05,0.0012799873,0.0,7.215618e-05,6.875036e-05,0.0004703113,0.00064437336,0.0036474762,0.00068993896
Morgan_963,0.0,8.1023296e-05,0.0006789074,0.0,0.0,0.00018010016,0.00294229,5.3421477e-06,0.0023172214,0.0006894316
Morgan_448,0.0,0.000434788,0.0038470423,0.0,0.0011090321,0.00016944819,0.0004750863,7.541529e-05,8.47898e-05,0.00068840024
Morgan_335,0.0,0.00064032874,0.0047254385,0.0,4.4947217e-05,0.0002277567,0.00037966485,0.00011936452,4.1969524e-05,0.0006866078
Morgan_515,0.0,0.00032173155,0.0,0.0044087814,0.0,6.143701e-05,1.55152e-05,7.039888e-05,0.001286718,0.0006849535
Morgan_971,0.0,0.00058502646,0.0,0.0013413128,0.0030914003,2.2883545e-05,0.0,7.905571e-06,0.0011070737,0.00068395585
Morgan_155,0.0,0.0054695024,0.0,0.0,5.0516825e-05,0.00015899986,6.6497732e-06,0.00014862516,0.00030790767,0.0006824669
Morgan_150,0.0,6.0905277e-05,0.0012653999,0.0,5.067746e-05,0.00061989005,0.0023564037,0.00025885552,0.0015198957,0.0006813364
Morgan_213,0.0,0.00030417388,0.0,0.0042041615,2.6473333e-05,3.7277663e-05,0.0012092061,3.3948654e-05,0.000109932516,0.00065835257
Morgan_270,0.0,5.686107e-05,0.0,0.0,0.00135668,0.00019142858,0.00022100464,0.0040235994,4.756003e-05,0.00065523706
Morgan_709,0.0,0.0019750628,0.0,0.0,0.00027970943,9.810458e-05,0.0006933707,0.0013145126,0.0015109965,0.00065241737
Morgan_887,0.00074913324,0.0024421255,0.0,6.345605e-05,0.00048461324,0.00013475672,0.00062335137,0.0004765757,0.00083837425,0.00064582075
